58.2000, 7.3000
68.7761, -81.2435
20.7580, 87.0855
31.8848, 34.6802
30.5539, -81.3053
-5.8660, -35.3830
62.9256, 40.5778
-24.4856, 113.4087
52.3500, 13.2100
34.6500, 50.9000
5.8645, -56.3255
80.4500, 58.0500
28.2465, 102.0281
26.9939, 14.4643
35.2346, 53.9209
32.7822, 44.2996
57.3300, -7.3300
36.7715, -116.1137
9.0482, 167.7431
-37.7243, -57.4051
-39.2604, 177.8643
39.6600, 124.7050
-12.5048, -76.7985
-32.0834, -52.1673
54.7545, 17.5179
28.6082, -80.6040
5.2374, -52.7695
13.7374, 80.2351
-30.1274, -66.3408
54.7690, 17.5936
20.9286, -17.0315
