51.8830, 128.3330
30.1257, 30.6051
42.0000, 126.5000
-30.9588, 136.5037
66.3572, 19.2758
43.0451, 6.4789
69.2943, 16.0207
22.1000, 120.9000
8.5314, 76.8690
-7.6466, 107.6890
-34.6027, 20.3025
-43.8170, 172.6830
56.2000, -103.1400
31.2524, -104.4532
22.2621, 120.8904
32.5646, -106.3591
40.9606, 100.2983
-30.6333, -65.3833
35.0591, -118.1488
45.9552, 63.3503
-31.8856, 133.4487
51.2071, 59.8500
-12.3780, 136.8214
53.8488, 8.5915
28.4668, -80.5585
36.7021, 126.4716
64.6493, 39.1872
66.4147, 19.2767
-35.5239, -57.1839
58.7343, -93.8203
