78.2234, 15.6470
31.0995, -2.8358
-36.3551, 175.4601
31.2519, 131.0791
48.5781, 46.2542
42.0858, 27.9551
25.9960, -97.1540
42.2188, -71.8119
30.3910, 130.9681
-27.0953, -58.7535
48.9700, 140.3000
74.6870, -94.8962
34.4259, 127.5279
37.8462, -75.4794
40.7034, 141.3694
-12.5000, -76.8000
46.3800, 72.8700
39.5273, 9.6330
19.6145, 110.9511
33.5508, 135.8797
32.8894, -106.9995
53.6197, 17.9849
51.8344, 128.2757
18.7862, 56.8220
-38.9628, -61.7150
67.8934, 21.1043
37.0969, -6.7386
37.8334, -75.4832
-33.7246, -65.3773
-31.5833, -64.8333
